,index,spu_name,label
0,216,Deli/得力204a硒鼓适用惠普cf510a-513a四色硒鼓可单支购买,['电脑办公 办公打印 硒鼓']
0,217,巨威适用得力T2S硒鼓得力Deli M2020碳粉盒P2020激光打印机墨粉盒,['电脑办公 办公打印 墨盒']
0,218,天威适用惠普m180n硒鼓CF510A/204a粉盒M154 M180 M154nw M154a M,['电脑办公 办公打印 硒鼓']
0,219,老班适用佳能328硒鼓 4410 4412 4420 4450 4452 4750易加粉硒鼓,['电脑办公 办公打印 硒鼓']
0,220,惠普2612A硒鼓 适用于惠普1020 M1005佳能2900硒鼓,['电脑办公 办公打印 硒鼓']
0,221,联想（Lenovo）M100W新品黑白激光无线WiFi打印多功能一体机,['电脑办公 办公打印 一体机']
0,222,Epson/爱普生L3169墨仓式办公家用打印复印扫描无线一体机,['电脑办公 办公打印 一体机']
0,223,学生家用打印机佳能MG2580s彩色照片A4黑白作业手机复印一体机,['电脑办公 办公打印 一体机']
0,224,惠普（HP）M126nw黑白激光无线多功能一体机（打印 复印 扫描）,['电脑办公 办公打印 一体机']
0,225,HP/惠普tank672彩色家用小型自动双面连供打印机复印一体机A4无线,['电脑办公 办公打印 一体机']
0,226,酒店出差旅行宾馆防监听防盗报警器摄像头检测扫描仪监控探测器,['电脑办公 办公文仪 安防监控']
0,227,太阳能5G监控摄像头手机远程360度全景监控无需网络高清室外夜视,['电脑办公 办公文仪 安防监控']
0,228,欢迎光临感应器店铺进门语音迎宾器红外线感应门铃,['电脑办公 办公文仪 安防监控']
0,229,【限时特惠】一氧化碳报警器煤炉煤气中毒探测器煤烟报警器,['电脑办公 办公文仪 安防监控']
0,230,太阳能防盗报警器防水户外大音量语音定制防小偷红外线感应警报器,['电脑办公 办公文仪 安防监控']
0,231,白板支架式小学生黑板移动式家用教学画板儿童双面办公培训写字板,['电脑办公 办公文仪 白板封装']
0,232,孟赢磁性黑板贴黑板纸墙贴可擦写白板不伤墙儿童小学生教学家用,['电脑办公 办公文仪 白板封装']
0,233,单双面磁性挂式白板写字板小黑板家用儿童教学可擦移动办公会议白,['电脑办公 办公文仪 白板封装']
0,234,ins简约黑色涂鸦留言板学生家用软磁力冰箱贴照片展示写字板可擦,['电脑办公 办公文仪 白板封装']
0,235,【小莹】黑板吸铁石教学平面笑脸圆形强力磁铁磁力贴磁性白板彩色,['电脑办公 办公文仪 白板封装']
0,236,便签纸白纸白色空白便条纸办公长方形便笺ins风小本子无粘性可爱,['电脑办公 办公文仪 办公文具']
0,237,文具套装7号笔/本子/笔袋/文件袋/ 胶粘用品/其他办公用品,['电脑办公 办公文仪 办公文具']
0,238,良乐平夹木质纸质文件夹商务办公用文件夹板A416K32K带挂,['电脑办公 办公文仪 办公文具']
0,239,三木按动中性笔黑色红色蓝色0.5m碳素笔速干考试办公商务文具,['电脑办公 办公文仪 办公文具']
0,240,得力0391钉书机订书器重型订书机省力型订60页得力大号订书器办公,['电脑办公 办公文仪 办公文具']
0,241,ONNAIS/欧奈斯保险柜家用大型80cm双门办公室全钢防盗指纹密码,['电脑办公 办公文仪 保险柜']
0,242,推荐安工保险柜大型单门办公室防盗防撬商用保管箱柜80cm1米,['电脑办公 办公文仪 保险柜']
0,243,隐形保险柜家用小型抽屉上翻密码保险箱床头衣柜保管箱车载保险箱,['电脑办公 办公文仪 保险柜']
0,244,睿益堡床头保险柜床头隐形保险箱高指纹密码床头柜带报警,['电脑办公 办公文仪 保险柜']
0,245,得力保险箱家用防盗小型迷你床头家庭保险柜带指纹锁密码清仓,['电脑办公 办公文仪 保险柜']
0,246,晨光文具儿童手工剪刀安全幼儿园塑料剪刀小学生可爱不伤手3-6,['电脑办公 办公文仪 裁剪用品']
0,247,ins风可爱便携式美工刀猫爪拆快递小刀裁纸刀学生手账多用手工刀i,['电脑办公 办公文仪 裁剪用品']
0,248,美工刀30°锐角 手工DIY皮革雕刻刀笔刀 自锁日本生产 LTD-05,['电脑办公 办公文仪 裁剪用品']
0,249,得力美工刀锌合金重型加厚壁纸刀工业用大号不锈钢全金属刀裁纸刀,['电脑办公 办公文仪 裁剪用品']
0,250,迷你美工刀可爱云朵开箱涂改器小刀拆快递神器涂码笔,['电脑办公 办公文仪 裁剪用品']
0,251,晨光印泥印章印台红色财务办公用品小号便携盖章按手印快速干印泥,['电脑办公 办公文仪 财务用品']
0,252,七彩通信销货清单32开20组送货单大号无碳复写二联三联售货发货本,['电脑办公 办公文仪 财务用品']
0,253,公司单位欠款条二联定做个人私人欠款欠条正规货款欠款单欠据印刷,['电脑办公 办公文仪 财务用品']
0,254,10个红色印台印泥印章用铁盒工艺快干印泥大中小财务印台,['电脑办公 办公文仪 财务用品']
0,255,32K二联三联送货单横款大号两联4联手写无碳复写纸单栏出货单,['电脑办公 办公文仪 财务用品']
0,256,美团收银机一体机触摸屏快餐饮奶茶店母婴水果店超市便利店收款机,['电脑办公 办公文仪 点钞机']
0,257,管家婆ishop智能收银机AECR C7主屏15.6寸副屏15.6寸副屏不能互动,['电脑办公 办公文仪 点钞机']
0,258,掌柜智囊双屏收银机,['电脑办公 办公文仪 点钞机']
0,259,科密(comet)验钞机B1+ 2019年新版智能点钞机,['电脑办公 办公文仪 点钞机']
0,260,红外线紫光照明验钞灯三合一验钞笔教鞭笔迷你荧光剂检测笔,['电脑办公 办公文仪 点钞机']
0,261,Hivi/惠威 VA4-OS/VA5-OS/VA6-OS/VA8-OS壁挂音响套装会议音箱,['电脑办公 办公文仪 呼叫会议设备']
0,262,盈盈筒扬声器专用会议室笔记本台式机电脑麦降噪全指向专业桌面麦,['电脑办公 办公文仪 呼叫会议设备']
0,263,高端峰火BM-K-5烽火会议环境降噪高保真拾音器海康大华学校监控专,['电脑办公 办公文仪 呼叫会议设备']
0,264,【淘猫猫严选】领夹麦克风话筒专业小蜜蜂胸麦讲课演讲会议导游音,['电脑办公 办公文仪 呼叫会议设备']
0,265,直播麦克风视频会议电脑网课采访短视频专业拍vlog摄像收录音,['电脑办公 办公文仪 呼叫会议设备']
0,266,学生用会计职业考试审计建筑统计科学函数多功能计算器财务计算,['电脑办公 办公文仪 计算器']
0,267,随身便携迷你小号可爱卡通Kitty学生计算器叮当猫计算机12位数,['电脑办公 办公文仪 计算器']
0,268,【2001】创意办公充电宝计算器,['电脑办公 办公文仪 计算器']
0,269,得力计算器大号大屏大按键计算机器会计专用多功能记算机带语音,['电脑办公 办公文仪 计算器']
0,270,透明按键大号语音计算财务办公专用计算器,['电脑办公 办公文仪 计算器']
0,271,得力考勤机34521指纹人脸脸部打卡机签到员工智能识别3960z一体机,['电脑办公 办公文仪 考勤机']
0,272,签到打卡机考勤架卡位位标方便挂墙放置员工墙挂卡托卡槽制卡直板,['家居家装 生活日用 收纳用品']
0,273,钉钉打卡机M1Xpro面部识别打卡机人脸钉钉考勤机WiFi蓝牙异地考勤,['电脑办公 办公文仪 考勤机']
0,274,IFACE702人脸考勤机 IFACE702考勤机 IFACE702,['电脑办公 办公文仪 考勤机']
0,275,指纹识别打卡机考勤机员工上班手指签到手机智能打卡神器,['电脑办公 办公文仪 考勤机']
0,276,卡通奥特曼接送幼儿园卡校园胸卡门禁卡证件卡套工作证公交卡套交,['电脑办公 办公文仪 其它']
0,277,卡通少女可爱员工牌厂牌定制市民门禁公交卡保护套卡通胸卡证件卡,['电脑办公 办公文仪 其它']
0,278,驾驶证皮套行驶证皮套驾照本卡包机动车证件保护套男女大容量时,['箱包饰品 女包 女士钱包卡包']
0,279,幼儿园接送卡套可爱卡通弹簧绳伸缩学生校园证件套工作公交卡地铁,['电脑办公 办公文仪 其它']
0,280,【俞文】驾驶证套女行驶证二合一证件保护套,['电脑办公 办公文仪 其它']
0,281,【主播推荐】固体水彩颜料套装铁盒装48色36色画画工具学生美术用,['电脑办公 办公文仪 书法美术用具']
0,282,幼儿字帖学前幼儿园初学者练字汉字笔画笔顺拼音字母描红写字本,['电脑办公 办公文仪 书法美术用具']
0,283,温莎牛顿油画颜料12色18色套装初学者成人美术手绘颜料管状12ml,['电脑办公 办公文仪 书法美术用具']
0,284,笔墨天地狼毫兼毫羊毫毛笔三支装  纯狼毫中楷行书隶书楷书欧体,['电脑办公 办公文仪 书法美术用具']
0,285,得力A920练字钢笔学生可换墨囊儿童矫姿卡通可爱硬笔书法,['电脑办公 办公文仪 书法美术用具']
0,286,【仙女】护指绷带学生写字水果护手指胶带防磨防茧神器自粘打球缠,['电脑办公 办公文仪 学生文具教具']
0,287,【花蕾】英语单词本简约本子英语笔记本厚大学生单词记忆本a5单词,['图书音像 图书 工具书']
0,288,ins限定软萌熊按动中性笔卡通高颜值网红韩版可爱学生0.5黑色笔,['电脑办公 办公文仪 学生文具教具']
0,289,手摇削笔器小猪卷皮刀小学生转笔刀铅笔刀卡通削笔机自动刨笔机,['电脑办公 办公文仪 学生文具教具']
0,290,直尺套尺学生用文具多功能绘图尺三角尺量角器三角板中小学生考试,['电脑办公 办公文仪 学生文具教具']
0,291,MSI/微星B560M BOMBER+Intel i7 11700 CPU主板套装,['电脑办公 电脑配件 CPU']
0,292,Intel/英特尔【12代新品】intel/英特尔i9 12900K酷睿处理器,['电脑办公 电脑配件 CPU']
0,293,AMD 锐龙  台式机 CPU 处理器 R9 5800X 盒装CPU,['电脑办公 电脑配件 CPU']
0,294,AMD 锐龙 5900Xcpu处理器全新盒装r9台式机电脑12核24线程可搭B55,['电脑办公 电脑配件 CPU']
0,295,AMD 锐龙7 5700X/R5 5600 8核16线程 3.4GHz 65W AM4接口 盒装CPU,['电脑办公 电脑配件 CPU']
0,296,笔记本电脑支架 实木立式增高架 创意散热底座颈椎桌面,['电脑办公 电脑配件 散热器']
0,297,【优选好品】桌面装饰ins布置笔记本电脑架桌子上收纳置物架支架,['电脑办公 电脑配件 笔记本配件']
0,298,HDMI TO VGA带音频网电脑笔记本投影仪显示器高清VGA转换器,['电脑办公 外设产品 线缆']
0,299,适用2020macbookpro13寸保护壳苹果笔记本电脑Air13.3软16套11m1,['电脑办公 电脑配件 笔记本配件']
0,300,笔记本手提包电脑包女联想华硕戴尔苹果小米13.3 14 15.6寸保护套,['电脑办公 电脑配件 笔记本配件']
0,301,微星额定650W750W850W金牌全模组台式机电脑电源,['电脑办公 电脑配件 电源']
0,302,全模组电竞500W台式电脑主机电源宽幅静音电源额定500W峰值600W,['电脑办公 电脑配件 电源']
0,303,【乐信】苹果笔记本电脑充电器电源适配器air苹果笔记本,['电脑办公 电脑配件 电源']
0,304,正品长城电源G5铜牌电源550W电脑电源 台式机atx电源机箱电源静音,['电脑办公 电脑配件 电源']
0,305,苹果电脑充电器Macbookairpro笔记本电源适配器45W60W85W,['电脑办公 电脑配件 电源']
0,306,4U机箱8.9寸触摸显示屏铝面板工业电脑机架式一体化工作站服务器,['电脑办公 电脑整机 服务器工作站']
0,307,鑫谷（Segotep）直男一号机箱atx主板位240水冷电脑机箱玻璃侧透,['电脑办公 电脑配件 机箱']
0,308,动力火车传祺ATX机箱,['电脑办公 电脑配件 机箱']
0,309,研祥工控机箱ipc-710h硬盘减震atx工业主板标准19寸4u服务器机箱,['电脑办公 电脑配件 机箱']
0,310,i5.12400F-B660-16G-RTX3050-512GM.2-RANRZ侧透机箱,['电脑办公 电脑配件 机箱']
0,311,绿巨能（llano）type-c移动光驱笔记本外置光驱刻录机USB/type-c,['电脑办公 电脑配件 刻录机光驱']
0,312,外置dvd光驱USB移动光驱光盘刻录机电脑通用外接读碟读光盘光驱,['电脑办公 电脑配件 刻录机光驱']
0,313,usb外置光驱光盘拷贝读取与刻录电脑通用DVD刻录机Type-c接口光驱,['电脑办公 电脑配件 刻录机光驱']
0,314,dell24倍数外置光驱CDDVD刻录机USB移动外接光驱DW316台式机笔记,['电脑办公 电脑配件 刻录机光驱']
0,315,USB3.0光驱DVD刻录机 电脑通用外置光驱盒读碟读光盘CD/DVD刻录机,['电脑办公 电脑配件 刻录机光驱']
0,316,联想ThinkpadL560 i5-6200 8G内存 240G固态 1920*1080,['电脑办公 电脑配件 内存']
0,317,飞行堡垒 FX63 i7-7700H-8G内存-128固态-1000G机械-GTX1050_4g,['电脑办公 电脑配件 内存']
0,318,海盗船复仇者16G内存条 DDR5 5200HMz台式内存高速电竞铂金统治者,['电脑办公 电脑配件 内存']
0,319,七彩虹(Colorful) 16G 3200 DDR4 内存条 电脑主机内存普条,['电脑办公 电脑配件 内存']
0,320,影驰GALAX 星曜 8/16GB DDR4 3000/3200/3600MHz 台式电脑内存条,['电脑办公 电脑配件 内存']
0,321,v7华为matepad11保护套10.4平板pro10.8壳m6硅胶s5青春版10.1m3,['电脑办公 电脑配件 平板电脑配件']
0,322,嘉速 苹果 ipad 2021/2020款 10.2英寸防蓝光钢化膜 平板电脑防,['电脑办公 电脑配件 平板电脑配件']
0,323,iPad保护套2019新款ipad2苹果air3/2全包网红pro10.5/11防摔9.7寸,['电脑办公 电脑配件 平板电脑配件']
0,324,小米平板4plus保护套8寸微尔莉特新款10.1英寸壳子动漫,['电脑办公 电脑配件 平板电脑配件']
0,325,华为MatePadPro12.6寸蓝牙键盘MatePad11带触控板磁吸保护套10.8,['电脑办公 电脑配件 平板电脑配件']
0,326,京东京造 排插收纳盒 充电器数据线理线器 电线桌面插排插座拖线,['家用电器 生活电器 插座插线板']
0,327,桌面固线夹数据线固定器汽车充电线收纳器鼠标线夹线束网线理线器,['电脑办公 外设产品 USB周边']
0,328,绿联桌面理线器 数据线收纳 充电线路整理 固定器,['家居家装 生活日用 收纳用品']
0,329,火线竞技游戏鼠标线夹固线器集线器夹线器理线器线支架夹子绕线器,['电脑办公 外设产品 鼠标']
0,330,戴尔华硕联想华为13.3/14/15.6寸笔记本男女士手提电脑包内胆包,['电脑办公 电脑配件 笔记本配件']
0,331,战枭120/240/一体式水冷CPU散热器台式机电脑静音多平台cpu散热器,['电脑办公 电脑配件 散热器']
0,332,【雷蛇数码福利】笔记本电脑散热器散热风扇10-15.6英寸可用,['电脑办公 电脑配件 散热器']
0,333,游戏悍将凛冬G400散热器电脑CPU风冷炫彩风扇四六铜管塔式多平台,['电脑办公 电脑配件 散热器']
0,334,笔记本散热器支架电脑底座脚垫便携垫球板静音风扇降温神器冰垫适,['电脑办公 电脑配件 散热器']
0,335,华硕(ASUS)ROG 龙神240一体式CPU水冷散热器,['电脑办公 电脑配件 散热器']
0,336,英创（备用）M9声卡【有线麦】套装直播唱歌喊麦录音设备,['电脑办公 电脑配件 声卡扩展卡']
0,337,Bole/声佰乐B6手机直播声卡全套通用声卡主播K歌户外录音唱歌设备,['电脑办公 电脑配件 声卡扩展卡']
0,338,声卡套装手机电脑变声器通用唱歌主播麦克风K歌抖音直播设备全套,['电脑办公 电脑配件 声卡扩展卡']
0,339,【新款】TIANYUN天韵M9声卡+U87麦克风套装网红声卡直播设备套装,['电脑办公 电脑配件 声卡扩展卡']
0,340,V8声卡直播全套手机唱歌专用变声器话筒电脑直播设备套装k歌神器,['电脑办公 电脑配件 声卡扩展卡']
0,341,MSI/微星RTX 3070 8G魔龙主机电竞游戏台式机电脑全新独立显卡,['电脑办公 电脑整机 组装电脑']
0,342,Colorful/七彩虹iGame GeForce RTX 3070 Ti Ultra W OC 8G 显卡,['电脑办公 电脑配件 显卡']
0,343,华硕 ASUS TUF GTX1660TI 6G GAMING  电竞游戏独立显卡,['电脑办公 电脑配件 显卡']
0,344,七彩虹显卡RTX 3090 kudan九段 台式机电竞游戏电脑配置高端,['电脑办公 电脑配件 显卡']
0,345,技嘉 GTX1650 OC 4GB D6机箱主机台式GTX独立显卡,['电脑办公 电脑配件 机箱']
0,346,HKC/惠科 V2712 27英寸IPS  高清广视角 HDMI接口 显示器,['电脑办公 电脑配件 显示器']
0,347,戴尔（DELL）C2722DE 27英寸2K IPS屏 内置摄像头视频会议显示器,['电脑办公 电脑配件 显示器']
0,348,AOC23.8英寸75Hz低蓝光可壁挂 窄边框 节能办公显示器 24B2XHM,['电脑办公 电脑配件 显示器']
0,349,小米/Redmi 23.8吋显示器便携家用办公台式电脑液晶屏官网,['电脑办公 电脑配件 显示器']
0,350,三星27英寸S27A800UJC 4K高清显示器Type-C90W快充台式电脑IPS,['电脑办公 电脑配件 显示器']
0,351,【兔头推荐】铠侠RC10系列PCIE3.0高速NVME协议M2固态硬盘,['电脑办公 电脑配件 硬盘']
0,352,金士顿(Kingston) A2000/NV1固态硬盘 M.2 NVMe协议 250/500/1TG,['电脑办公 电脑配件 硬盘']
0,353,希捷(Seagate)1TB 台式机机械硬盘 SATA接口 希捷酷鱼 简包,['电脑办公 电脑配件 硬盘']
0,354,120G240G256G固态硬盘SSD笔记本台式机电脑高速2.5寸SATA3,['电脑办公 电脑配件 硬盘']
0,355,西数SN750 SE PCIE4.0黑盘250G 500G 1TB西部数据固态硬盘,['电脑办公 电脑配件 硬盘']
0,356,Asus/华硕玩家国度ROG STRIX B550-A GAMING吹雪主板 AMD AM4,['电脑办公 电脑配件 主板']
0,357,微星（MSI）Z490-A PRO电脑主板 支持 CPU 1,['电脑办公 电脑配件 主板']
0,358,华硕（ASUS）TUF GAMING B460-PRO (WI-FI)主板,['电脑办公 电脑配件 主板']
0,359,ASUS/华硕 PRIME H410M-K R2.0 台式机主板 支持10代英特尔处理器,['电脑办公 电脑配件 主板']
0,360,映泰 (BIOSTAR)A320MH MATX主板千兆 HV 全固 锐龙1-3代,['电脑办公 电脑配件 主板']
0,361,笔记本电脑 ThinkpadT420 T430 i5 i7手提商务办公本,['电脑办公 电脑整机 笔记本']
0,362,【品牌补贴】雷神911Plus巨兽17.3大屏游戏本1126016G512GRTX3060,['电脑办公 电脑整机 笔记本']
0,363,笔记本电脑 轻薄便携 学生手提13.3英寸商务办公学习本LOL游戏本,['电脑办公 电脑整机 笔记本']
0,364,【ZHC】ROG枪神6Plus第12代英特尔酷睿17.3英寸游戏本笔记本电脑,['电脑办公 电脑整机 笔记本']
0,365,Air13寸轻薄笔记本电脑 商务办公,['电脑办公 电脑整机 笔记本']
0,366,ZBOOKG3工作站笔记本电脑绘图建模设计渲染仿真M7720M7510M5510,['电脑办公 电脑整机 服务器工作站']
0,367,戴尔（DELL）R240/R440服务器主机 机架式服务器ERP文件,['电脑办公 电脑整机 服务器工作站']
0,368,戴尔/dell 移动工作站 M7510 M7710 M7720 M7730 M7740 二手电脑,['电脑办公 电脑整机 服务器工作站']
0,369,惠普G3 G5/联想P50 图形工作站,['电脑办公 电脑整机 服务器工作站']
0,370,黑蘋果酷睿i7 12700F/WX5100设计师剪辑后期图形工作站电脑主机,['电脑办公 电脑整机 服务器工作站']
0,371,【新】Apple/苹果 10.2英寸iPad 64G(第9代)平板电脑 正品国行⑤,['电脑办公 电脑整机 平板电脑']
0,372,11英寸 iPad Pro 平板电脑,['电脑办公 电脑整机 平板电脑']
0,373,【昕联·ipad】国行官换仅激活   iPad mini5  64G  WIFI,['电脑办公 电脑整机 平板电脑']
0,374,【搭载HarmonyOS 2】HUAWEI MatePad Pro 10.8英寸 2021款,['电脑办公 电脑整机 平板电脑']
0,375,Huawei/华为MatePad11 平板电脑 120Hz高刷 影音娱乐游戏学习pad,['电脑办公 电脑整机 平板电脑']
0,376,【双十二】耕升3070追风十二代I5电脑游戏电竞电脑主机,['电脑办公 电脑整机 组装电脑']
0,377,【配置四】12700KF+Z690吹雪+16G+500G+850W包豪斯海景房主机,['电脑办公 电脑整机 组装电脑']
0,378,IPASON/攀升23.8英寸一体机台式电脑 【升降版】J4125 8G 512G,['电脑办公 电脑整机 笔记本']
0,379,HP/惠普hp/惠普商用台式机282 proG5,['电脑办公 电脑整机 组装电脑']
0,380,【NV推荐】I9 10900K+RTX 3070 8G 魔龙+512G固态电竞游戏主机,['电脑办公 电脑整机 组装电脑']
0,381,12代I5 12400/F无显卡/2060/3060ti游戏主机台式电脑组装机B660,['电脑办公 电脑整机 组装电脑']
0,382,AMD台式电脑主机全套办公家用游戏整机diy兼容机组装机8G可WIFI,['电脑办公 电脑整机 组装电脑']
0,383,Intel/英特尔i3 110105 英特尔核显 宇瞻8G内存 组装机,['电脑办公 电脑配件 内存']
0,384,全新i3台式电脑主机办公家用游戏电脑整机diy组装机i5 i7全套工控,['电脑办公 电脑整机 组装电脑']
0,385,剑灵AMD电脑R5 5600G/讯景RX 6600XT整机台式机永劫无间DIY组装机,['电脑办公 电脑整机 组装电脑']
0,386,ups不间断电源3kva2400W稳压电源医疗设备专用不间断电源直供,['电脑办公 外设产品 UPS电源']
0,387,SMH森麦汉SY50a600V大电流工业对接插头UPS电源电动车充电连接器,['电脑办公 外设产品 UPS电源']
0,388,5V9V12V光猫路由器蓄电池UPS不间断电源寝室WIFI断电不断网包邮,['电脑办公 外设产品 UPS电源']
0,389,【优选好品】ups后备电源不间断电停电续航防水12v2a光猫无线监控,['电脑办公 外设产品 UPS电源']
0,390,12V250AH铅酸蓄电池，UPS，EPS，直流屏电池，后备电源专用蓄电池,['电脑办公 外设产品 UPS电源']
0,391,现货秒发usb无叶挂脖小风扇可充电挂脖式迷你电风扇男女通用4月11,['家用电器 生活电器 电风扇']
0,392,雨硕ps2转usb转换接头线电脑鼠标键盘圆口圆头usb转接口ps2转换器,['电脑办公 外设产品 USB周边']
0,393,TOURACE/途瑞斯usb夹子小风扇便携式学生宿舍迷你大风力桌面静音,['电脑办公 外设产品 USB周边']
0,394,适用华为OTG转接头USB3.0手机转接v30数据线连接手机U盘转换器typ,['手机数码 手机配件 充电器数据线']
0,395,办公室桌面可旋转升降小电风扇usb充电式静音宿舍家用户外便携式,['电脑办公 外设产品 USB周边']
0,396,闪迪(SanDisk)64GB USB3.0 U盘 CZ73酷铄 银色 读速150MB/s,['电脑办公 外设产品 U盘']
0,397,金士顿（Kingston）U盘 DTCNY21 十二生肖之牛年限量版,['电脑办公 外设产品 U盘']
0,398,咪咕漫威正版复仇者联盟MK46钢铁侠个性大容量USB3.1高速读写U盘,['电脑办公 外设产品 U盘']
0,399,摩闪-M027U盘,['电脑办公 外设产品 U盘']
0,400,三星32G 64G 128G 256g高速USB3.1金属type-c适用手机电脑两用,['电脑办公 外设产品 U盘']
0,401,庆恒BUBM键盘清洁泥笔记本电脑苹果macbook清理工具吸,['电脑办公 外设产品 电脑清洁']
0,402,水晶清洁胶魔力去尘胶2代电脑键盘清洁泥键盘泥,['电脑办公 外设产品 电脑清洁']
0,403,【年后发货】屏幕清洁剂笔记本电脑屏幕清洁去污一体手机清洁神器,['电脑办公 外设产品 电脑清洁']
0,404,键盘刷笔记本电脑清洁刷耳机多功能套装除尘工具多用清理毛刷扫灰,['电脑办公 外设产品 电脑清洁']
0,405,机械键盘清洁电脑笔记本清理工具套装清洗神器拔键器帽轴手机除尘,['电脑办公 外设产品 电脑清洁']
0,406,正品Razer雷蛇Pro Type笔记本办公无线蓝牙2.4G静音橙轴机械键盘,['电脑办公 外设产品 键盘']
0,407,HP/惠普CS750 无线蓝牙双模式键鼠套装蓝牙办公键鼠 轻薄小尺寸,['电脑办公 外设产品 鼠标']
0,408,华硕 TUF 飞行堡垒K3有线键盘 RGB背光 带掌托 光学机械红轴 黑色,['电脑办公 外设产品 键盘']
0,409,ROG玩家国度游侠RX RGB有线游戏机械键盘 RX光学 华硕键盘,['电脑办公 外设产品 键盘']
0,410,顺丰K845背光机械键盘游戏樱桃青红茶轴有线电脑电竞吃鸡专用,['电脑办公 外设产品 键盘']
0,411,SSK飚王高速usb3.0移动硬盘盒通用笔记本电脑2.5英寸ssd外接,['电脑办公 外设产品 其它外设产品']
0,412,mSATA迷你PCI-E SATA固态硬盘转2.5寸IDE 44pin笔记本硬盘盒,['电脑办公 外设产品 其它外设产品']
0,413,串口SATA移动硬盘盒透明USB3.0笔记本固态机械2.5寸硬盘盒,['电脑办公 外设产品 其它外设产品']
0,414,移动硬盘盒2.5英寸USB3.0 Type-c外接笔记本支持机械SATA SSD固态,['电脑办公 外设产品 其它外设产品']
0,415,3.5寸支架DIY硬盘盒堆叠架固定HDD机械硬盘亚克力机箱多盘位风扇,['电脑办公 外设产品 其它外设产品']
0,416,WiFi版黑光摄像头（高清800万）,['电脑办公 外设产品 摄像头']
0,417,海雀AI摄像头  云台超清版,['电脑办公 外设产品 摄像头']
0,418,世季F11S 增强防抖摄像头,['电脑办公 外设产品 摄像头']
0,419,【粉丝福利】领券直减送内存卡TCL品牌360°夜视高清摄像头,['电脑办公 外设产品 摄像头']
0,420,罗技C1000E平台直播美颜摄像头超高清4k电脑直播带货自动变焦,['电脑办公 外设产品 摄像头']
0,421,绘王WH1409 V2 无线数位板手绘板电脑画板绘图板手写板电子绘画板,['电脑办公 外设产品 手写板']
0,422,sLCD儿童液晶手写板画板电子写字板光能涂鸦板可充电16寸单彩大屏,['电脑办公 外设产品 手写板']
0,423,高漫 GM116HD数位屏手绘屏电脑绘图屏绘画手写屏手绘板液,['电脑办公 外设产品 手写板']
0,424,大将军电脑手写板非免驱大屏连写手写板老年人手写板笔记本电脑用,['电脑办公 外设产品 手写板']
0,425,Wacom数位板PTH660影拓5手绘板电脑绘画绘图板Intuos Pro PTH651,['电脑办公 外设产品 手写板']
0,426,高品质GW机械游戏鼠标有线电脑游戏USB台式办公电脑笔记本电竞US,['电脑办公 外设产品 鼠标']
0,427,前行者牧马人有线游戏粉色鼠标静音机械电竞宏女生可爱文艺办公家,['电脑办公 外设产品 鼠标']
0,428,正品ASUS华硕AE-01有线鼠标1.2米USB鼠标笔记本台式机商务办公用,['电脑办公 外设产品 鼠标']
0,429,多彩M618无线垂直鼠标静音充电蓝牙滑鼠手握立式办公人体工程学,['电脑办公 外设产品 鼠标']
0,430,粉色鼠标游戏专用有线女生可爱电竞静音无声按键电脑笔记本少女,['电脑办公 外设产品 鼠标']
0,431,鼠标垫动漫圆形大号ins女生卡通家用创意可爱护腕加厚电脑桌垫子,['电脑办公 外设产品 鼠标垫']
0,432,原神鼠标垫超大锁边可莉刻晴钟离甘雨魈胡桃地图键盘桌垫游戏周边,['电脑办公 外设产品 鼠标垫']
0,433,快捷键鼠标垫防滑胶垫,['电脑办公 外设产品 鼠标垫']
0,434,苹果电脑鼠标垫超大号快捷键大全办公桌垫系统桌面键盘垫定制,['电脑办公 外设产品 鼠标垫']
0,435,影级iNSIST Mars 45b电竞游戏鼠标垫办公电脑桌垫大尺寸防滑耐磨,['电脑办公 外设产品 鼠标垫']
0,436,唯格dp转hdmi转接头接口4K显卡电脑显示器转换器连接线电视高清,['电脑办公 外设产品 线缆']
0,437,超五类室外网线8芯双绞网线网络工程网线室外线20米30米成品线,['电脑办公 外设产品 线缆']
0,438,Jiasound超六类屏蔽网线LED大屏RJ45跳线数字调音CAT6网络信号线,['电脑办公 外设产品 线缆']
0,439,绿联DVI转VGA转接线 DVI-I（24+5）公对公主机电脑连接显示器投影,['电脑办公 外设产品 线缆']
0,440,绿联 HDMI线2.0版4K高清线笔记本电脑机顶盒连接电视投影仪连接线,['电脑办公 外设产品 线缆']
0,441,联想移动硬盘F308 1T/2T,['电脑办公 外设产品 移动硬盘']
0,442,联想USB3.0移动硬盘 F308 黑色,['电脑办公 外设产品 移动硬盘']
0,443,西部数据（WD）固态移动硬盘1T My Passport SSD 便携 兼容Mac,['电脑办公 外设产品 移动硬盘']
0,444,Toshiba/东芝移动硬盘4TB高速USB3.0台式硬盘2TB兼容MACA3 B3外接,['电脑办公 外设产品 移动硬盘']
0,445,钢铁侠S9爱国者移动硬盘漫威版USB3.2 GEN高速SSD移动固态,['电脑办公 外设产品 移动硬盘']
0,446,宇视科技监控用交换机8口16口24口百兆分线器分流器集线器,['电脑办公 网络设备 交换机']
0,447,海康千百兆网络监控交换机集分线器五口8口16口24 以太网5,['电脑办公 网络设备 交换机']
